Security Code,Security Id,Security Name
500068,DISAQ,DISA INDIA LTD.
532526,DISHMAN,DISHMAN PHARMACEUTICALS & CHEMICALS LTD.
532839,DISHTV,DISH TV INDIA LTD.
539405,DITCO,Decorous Investment & Trading Co Ltd
523810,DIVINE,DIVINE MULTIMEDIA (INDIA) LTD.
531907,DIVINEENT,Divine Entertainment Limited
538432,DIVINUS,Divinus Fabrics Ltd
532488,DIVISLAB,DIVI&#39;S LABORATORIES LTD.
526315,DIVSHKT,DIVYASHAKTI GRANITES LTD.
526285,DIVYAJYQ,DIVYA JYOTI INDUSTRIES LTD.
506810,DIVYCHM,DIVIYA CHEMICALS LTD.
514334,DIVYENT,DIVYA ENTERPRISES LTD.
540699,DIXON,Dixon Technologies (India) Ltd
511636,DJSSS,DJS STOCK & SHARES LTD.
531826,DKARTAV,DEE KARTAVYA FINANCE LTD.
523612,DKCHEMO,D.K.CHEMO-PLAST LTD.
541299,DLCL,Dr Lalchandani Labs Ltd
532868,DLF,DLF LTD.
533027,DLFBBPH,DLF LIMITED*
533146,DLINKINDIA,D-Link (India) Ltd
504240,DLTNCBL,DELTON CABLES LTD.
540376,DMART,Avenue Supermarts Ltd
517973,DMCEDU,DMC Education Ltd
540811,DML,Diggi Multitrade Ltd
524398,DMNIAPH,DAMANIA PHARMA LTD.
540789,DNAMEDIA,Diligent Media Corporation Ltd
512079,DOCTORBI,DOCTORS BIOTECH INDIA LTD.
505526,DOLAT,DOLAT INVESTMENTS LTD.
542013,DOLFIN,Dolfin Rubbers Ltd
541403,DOLLAR,Dollar Industries Ltd
531367,DOLLEX,DOLLEX INDUSTRIES LTD.
522261,DOLPHINOFF,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LTD.-$
526504,DOLPHMED,DOLPHIN MEDICAL SERVICES LTD.
509513,DOLPHOT,DOLPHIN HOTELS LTD.
524578,DOLPLAB,DOLPHIN LABORATORIES LTD.
531755,DOMILEADM,DOMINO LEATHERS LTD.
512519,DONEAR,DONEAR INDUSTRIES LTD.-$
531226,DOONVAL,DOON VALLEY RICE LTD.
530391,DOTCOM,DOT COM GLOBAL LTD.
509022,DOWELEA,DOWELL LEASING & FINANCE LTD.
532157,DOWELWE,DOWELL&#39;S ELEKTRO WERKE LTD.
508197,DPIL,DPIL LTD.
533176,DQE,DQ ENTERTAINMENT (INTERNATIONAL) LTD.
540144,DRA,DRA Consultants Ltd
526783,DRAGARWQ,DR.AGARWALS EYE HOSPITAL LTD.-$
512058,DRAVIND,DRAVYA INDUSTRIAL CHEMICALS LTD.
502823,DRBYTEX-B,DERBY TEXTILES LTD.
533412,DRDATSONS,Dr.Datsons Labs Limited
523618,DREDGECORP,DREDGING CORPORATION OF INDIA LTD.
539267,DRHABEEB,Dr Habeebullah Life Sciences Ltd
521125,DRIND,D.R.INDUSTRIES LTD.
531553,DRL,Disha Resources Ltd
519512,DRMSY,DR.M.SOY & GENERAL FOOD LTD.
500124,DRREDDY,DR.REDDY&#39;S LABORATORIES LTD.
539838,DRREDDYBBPH,DRREDDYBBPH
507743,DRSABHP,DR. SABHARWAL&#39;S MFG. LABS. LTD.
512549,DRUCGRF,DRUCKGRAFEN INDIA LTD.
501148,DSINVEST,DALAL STREET INVESTMENTS LTD.
523890,DSKULKARNI,D.S.KULKARNI DEVELOPERS LTD.
509516,DSPML,DSP MERRILL LYNCH LTD.
524170,DSQBIO,DSQ BIOTECH LTD.
523864,DSQSOFT,DSQ SOFTWARE LTD.
532365,DSSL,DYNACONS SYSTEMS & SOLUTIONS LTD.
515135,DUCKFIN,DUCKFIN INTERNATIONAL LTD.
534674,DUCON,Ducon Infratechnologies Ltd
512620,DUCTA,DUCK TARPAULINS LTD.
511126,DUGARFNDM,DUGAR FINANCE INDIA LTD.
511634,DUGARHOU,DUGAR HOUSING DEVELOPMENTS LTD.
524276,DUJODPPR,DUJODWALA PAPER CHEMICAL LTD.-$
507482,DUJOHN,DUJOHN LABORATORIES LTD.
531471,DUKEOFS,DUKE OFFSHORE LTD.
504908,DUNCANENG,Duncan Engineering Ltd-$
590063,DUNCANSLTD,DUNCANS INDUSTRIES LTD.
539786,DUNE,Dune Mercantile Ltd
509130,DUNLOP-B1,DUNLOP INDIA LTD.
532447,DUPHARPH,SOLVAY PHARMA INDIA LTD.
523824,DUPONTS,DUPONT SPORTSWEAR LTD.
526355,DUROPACK,DUROPACK LTD.
516003,DUROPLY,Duroply Industries Ltd
517437,DUTRON,DUTRON POLYMERS LTD.-$
523736,DVL,Dhunseri Ventures Ltd-$
532610,DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.
531877,DWARKFN,DWARKESH FINANCE LTD.
538608,DWITIYA,Dwitiya Trading Ltd
540695,DWL,Dhruv Wellness Ltd
532964,DWSFTS43IG,DEUTSCHE MUTUAL FUND
532963,DWSFTS43RD,DEUTSCHE MUTUAL FUND
532962,DWSFTS43RG,DEUTSCHE MUTUAL FUND
533003,DWSFTS50AD,DEUTSCHE MUTUAL FUND - DWS FIXED TERM SERIES 50 - PLAN A - DIVIDEND OPTION
533005,DWSFTS50BD,DEUTSCHE MUTUAL FUND - DWS FIXED TERM SERIES 50 - PLAN B - DIVIDEND OPTION
523542,DYNALMP,DYNA LAMPS & GLASS WORKS LTD.
505242,DYNAMATECH,DYNAMATIC TECHNOLOGIES LTD.-$
540795,DYNAMIC,Dynamic Cables Ltd
530779,DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD.
524818,DYNAMIND,DYNAMIC INDUSTRIES LTD.-$
507896,DYNASFN,DYNASTY FINANCIAL CORPORATION LTD.
517238,DYNAVSN,DYNAVISION LTD.
517508,DYNIDUS-B,DYNAVOX INDUSTRIES LTD.
531330,DYNMICR,DYNAMIC MICROSTEPPERS LTD.
532707,DYNPRO,DYNEMIC PRODUCTS LTD.
524532,EARNHEA-B,EARNEST HEALTHCARE LTD.
542724,EARUM,Earum Pharmaceuticals Ltd
507917,EASTBUILD,EAST BUILDTECH LTD.
540790,EASTERNGAS,Eastern Gases Ltd
590080,EASTERNGAS1,EASTERN GASES LTD.
509531,EASTHOT,EASTERN INTERNATIONAL HOTELS LTD.
519391,EASTOVR,EASTERN OVERSEAS LTD.
531346,EASTRED,EASTERN TREADS LTD.
514246,EASTRNSI,EASTERN SILK INDUSTRIES LTD.
590022,EASTSILK,EASTERN SILK INDUSTRIES LTD.
507528,EASTSUGIND,EASTERN SUGAR & INDUSTRIES LTD.
540006,EASTWEST,East West Holdings Ltd
542906,EASUN,Easun Capital Markets Ltd
532751,EASUNREYRL,EASUN REYROLLE LTD.
507715,EBEPH,EBERS PHARMACEUTICALS LTD.
534927,EBFL,ESTEEM BIO ORGANIC FOOD PROCESSING  LTD.
533452,EBIXFOREX,Ebixcash World Money India Ltd
532491,ECEIND,ECE INDUSTRIES LTD.-$
532487,ECEINDBBPH,ECEINDBBPH
509358,ECGIL,ELECTRIC CONTROL GEAR (INDIA) LTD.
524568,ECLATCH,ECLAT CHEMICALS LTD.
532927,ECLERX,ECLERX SERVICES LTD.
536072,ECLERXBBPH,ECLERXBBPH
523732,ECOBOAR,ECOBOARD INDUSTRIES LTD.
531533,ECOM,E.COM INFOTECH (I) LTD.
526703,ECOPLAST,ECOPLAST LTD.-$
530643,ECORECO,ECO RECYCLING LTD.
540063,ECS,ECS Biztech Ltd
520081,ECSTSTL,EAST COAST STEEL LTD.
503982,EDDYCUR,EDDY CURRENT CONTROLS (I) LTD.
532922,EDELWEISS,Edelweiss Financial Services Ltd.
532920,EDL,EMPEE DISTILLERIES LTD.
533055,EDSERV,EDSERV SOFTSYSTEMS LTD.
535694,EDSL,EDYNAMICS SOLUTIONS LTD.
532696,EDUCOMP,EDUCOMP SOLUTIONS LTD.
526483,EDUEXEL,Eduexel Infotainment Limited
512207,EFFTXT,Effingo Textile & Trading Limited
534839,EFPL,ECO FRIENDLY FOOD PROCESSING PARK LTD.
538220,EFSLBBPH,EFSLBBPH
530717,EGGROPA,EGGRO PAPER MOULDS LTD.
531835,EICHERLTD,EICHER LTD.
505200,EICHERMOT,EICHER MOTORS LTD.
526560,EICL LTD,EICL LTD.-$
531958,EIDERTELE,EIDER TELECOM LTD.
500125,EIDPARRY,E.I.D.-PARRY (INDIA) LTD.
533039,EIDPARYBBPH,EID PARRY*
517352,EIDRELE,EIDER ELECTRONICS INDUSTRIES LTD.
523127,EIHAHOTELS,EIH ASSOCIATED HOTELS LTD.-$
500840,EIHOTEL,EIH LTD.
539840,EILBBPH,EILBBPH
523708,EIMCOELECO,EIMCO ELECON (INDIA) LTD.
541053,EIS,East India Securities Ltd
530581,EKAMLEA,EKAM LEASING & FINANCE CO.LTD.
532684,EKC,EVEREST KANTO CYLINDER LTD.
532820,ELAND,E-Land Apparel Limited
513452,ELANGO,ELANGO INDUSTRIES LTD.
500123,ELANTAS,ELANTAS BECK INDIA LTD.-$
523125,ELARFSH,ELAR FASHIONS LTD.
500129,ELAUPAR-BDM,ELGI AUTO PARTS LTD.
526624,ELBEE,ELBEE SERVICES LTD.
522078,ELBSCHF,ELB SCHLIFF (INDIA) LTD.
517312,ELCAPCP,ELCAPS CAPACITORS LTD.
503681,ELCIDIN,ELCID INVESTMENTS LTD.
511167,ELCONFN,ELCON FINLEASE & INDUSTRIES LTD.
504246,ELCTRA,ELECTRA (INDIA) LTD.
523329,ELDEHSG,ELDECO HOUSING & INDUSTRIES LTD.
524830,ELDERHCL,ELDER HEALTH CARE LTD.
524788,ELDERPG,ELDER PROJECTS LTD.
532322,ELDERPHARM,ELDER PHARMACEUTICALS LTD.
505700,ELECON,ELECON ENGINEERING CO.LTD.
500128,ELECTCAST,ELECTROSTEEL CASTINGS LTD.
526608,ELECTHERM,ELECTROTHERM (INDIA) LTD.
526473,ELEFLOR,ELEGANT FLORICULTURE & AGROTECH (INDIA) LTD.
524344,ELEGNPH,ELEGANT PHARMACEUTICALS LTD.
526705,ELEMARB,ELEGANT MARBLES & GRANI INDUSTRIES LTD.
523461,ELETROLUXK,ELECTROLUX KELVINATOR LTD.
517378,ELEXT,ELECTREX (INDIA) LTD.
531144,ELFORGE,EL FORGE LTD.-$
504387,ELFTRDG,ELF TRADING & CHEMICALS MANUFACTURING LTD.
522074,ELGIEQUIP,ELGI EQUIPMENTS LTD.
500130,ELGIF,ELGI FINANCE LTD.
590023,ELGIRUB,ELGI RUBBER COMPANY LTD.
500131,ELGITR,ELGITREAD (INDIA) LTD.
517358,ELITAPL,ELITE APPLIANCES LTD.
539533,ELITECON,Elitecon International Ltd
531278,ELIXIR,Elixir Capital Ltd
590087,ELLENBARR,ELLENBARRIE INDUSTRIAL GASES LTD.
502374,ELLOPAP,ELLORA PAPER MILLS LTD.
542803,ELLORATRAD,Ellora Trading Ltd
513424,ELLOSTL,ELLORA STEELS LTD.
517477,ELNET,ELNET TECHNOLOGIES LTD.-$
517204,ELNETLDM,ELNET LTD.
504000,ELPROINTL,ELPRO INTERNATIONAL LTD.
532060,ELQPO,ELQUE POLYESTERS LTD.
530835,ELTROL,ELTROL LTD.
530455,ELVISIN,ELVISIN
524756,EMAAIDG,EMAAI PHARMA LTD.
522027,EMAINDIA,EMA INDIA LTD.
531162,EMAMILTD*,EMAMI LTD.-$
533208,EMAMIPAP,EMAMI PAPER MILLS LTD.
533218,EMAMIREAL,Emami Realty Ltd
504008,EMCO,EMCO LTD.-$
524588,EMEDTECH,Emed.com Technologies Ltd
538882,EMERALD,Emerald Leasing Finance & Investment Company Ltd
507265,EMERALL,Emerald Leisures Ltd
524812,EMERGY,EMERGY PHAARMA LTD.
531361,EMETALSI,E-METALS INDIA LTD.
530333,EMGEECA,EMGEE CABLES & COMMUNICATIONS LTD.
531011,EMKAR,EMKAY AROMATICS LTD.
532737,EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LTD.
531516,EMKAYIN,EMKAY INDUSTRIES LTD.
538653,EML,Ejecta Marketing Ltd
533161,EMMBI,Emmbi Industries Ltd
524768,EMMESSA,EMMESSAR BIOTECH & NUTRITION LTD.
532038,EMMSONS,EMMSONS INTERNATIONAL LTD.-$
500132,EMPEESUG,EMPEE SUGARS & CHEMICALS LTD.
509001,EMPHOTR,EMPIRE HOTELS & RESORTS LTD.
509525,EMPIND,EMPIRE INDUSTRIES LTD.
531470,EMPORIS,Emporis Projects Limited
504351,EMPOWER,EMPOWER INDIA LTD.
521099,EMTEXIND,EMTEX INDUSTRIES (I) LTD.
512441,ENBETRD,ENBEE TRADE & FINANCE LTD.
538684,ENCASH,Encash Entertainment Ltd
531148,ENCHANTE,ENCHANTE JEWELLERY LTD.
531750,ENCORE,ENCORE SOFTWARE LTD.-$
540153,ENDURANCE,Endurance Technologies Ltd
531620,ENEPRO,ENERGY PRODUCTS (INDIA) LTD.
532219,ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD.
532178,ENGINERSIN,ENGINEERS INDIA LTD.
532700,ENIL,ENTERTAINMENT NETWORK (INDIA) LTD.
531964,ENJNATF,ENJAYES NATURAL FLAVOURS LTD.
533477,ENKEIWHEL,ENKEI WHEELS (INDIA) LTD.
514254,ENKTEXFOOD,ENKAY TEXFOODS INDUSTRIES LTD.
512369,ENNORE,ENNORE COKE LTD.
532984,ENSOSECUT,ENSO SECUTRACK LTD.-$
512135,ENSSI,ENSA STEEL INDUSTRIES LTD.
532287,ENTEGRA,ENTEGRA LTD.
526574,ENTRINT,ENTERPRISE INTERNATIONAL LTD.
500246,ENVAIREL,ENVAIR ELECTRODYNE LTD.
512583,ENVCLEN,ENVIRO-CLEAN SYSTEMS LTD.
532658,EON,EON ELECTRIC LTD.
533617,EONBBPH,EONBBPH
532308,EONOUR,EONOUR TECHNOLOGIES LTD.
530407,EPIC,EPIC ENERGY LTD.-$
524374,EPICENZY,EPIC ENZYMES PHARMACEUTICALS & INDUSTRIAL CHEMICALS LTD.-$
531155,EPSOMPRO,EPSOM PROPERTIES LTD.
539844,EQUITAS,Equitas Holdings Ltd
517435,EQUPCON,EQUIPMENT CONDUCTORS & CABLES LTD.
531615,ERABUILD,Era Buildsys Limited
530323,ERAINFRA,ERA INFRA ENGINEERING LTD.-$
540596,ERIS,Eris Lifesciences Ltd
533261,EROSMEDIA,EROS INTERNATIONAL MEDIA LTD.
530909,ERPSOFT,ERP SOFT SYSTEMS LTD.
500133,ESABINDIA,ESAB INDIA LTD.
531502,ESARIND,ESAAR (INDIA) LTD.
540455,ESCORP,Escorp Asset Management Ltd
500495,ESCORTS,ESCORTS LTD.
511716,ESCORTSFIN,ESCORTS FINANCE LTD.
531143,ESENESF,ESENES FORGINGS LTD.
509028,ESERVE,E-SERVE INTERNATIONAL LTD.
531259,ESHAMEDIA,Esha Media Research Limited
514118,ESKAY,ESKAY K&#39;N&#39;IT (INDIA) LTD.
533264,ESL,ELECTROSTEEL STEELS LTD.
500134,ESSAROIL,ESSAR OIL LTD.
500630,ESSARPORTS,ESSAR PORTS LTD.
533149,ESSARSEC,Essar Securities Ltd
533704,ESSARSHPNG,ESSAR SHIPPING LTD.
500627,ESSARSTEEL,ESSAR STEEL LTD.
700098,ESSARSTPS,ESSAR ST PS
532787,ESSDEE,ESS DEE ALUMINIUM LTD.
500135,ESSELPRO,ESSEL PROPACK LTD.
514466,ESSJSYN,ESSJAY SYNTHETICS LTD.
531478,ESSKAY,ESSKAY TELECOM LTD.
523858,ESSMCAT,ESSEM CATALYST LTD.
524478,ESSPHRM,ESSKAY PHARMACEUTICALS LTD.
523267,ESSTE,ESSAR TELEHOLDINGS LTD.
532417,ESTAR,E.STAR INFOTECH LTD.
500136,ESTER,ESTER INDUSTRIES LTD.
700090,ESTERCRPS,ESTER CRPS
532087,ESTLAGR,ESTEL AGROTECH LTD.
500127,ESTMNAL,EASTERN MINING & ALLIED LTD.
526283,ESTNGRA,EASTERN GRANITES LTD.
532615,ETC,ETC NETWORKS LTD.
532635,ETCBBPH,ETCBBPH
532958,ETCN,ETC NETWORKS LTD.
506156,ETCNETWORK,ETC NETWORKS LTD.
538708,ETIL,Econo Trade (India) Ltd
512127,ETPCORP,ETP CORPORATION LTD.
537707,ETT,ETT Ltd
530409,EUPHARMLAB,EUPHARMA LABORATORIES LTD.
521137,EUREKAI,EUREKA INDUSTRIES LTD.
526467,EURLEADDM,EURLEADDM
530929,EUROASIA,EURO ASIA EXPORTS LTD.
532823,EUROCERA,EURO CERAMICS LTD.
530087,EUROIND,EURO INDUSTRIES (INDIA) LTD.
526468,EUROLED,EURO LEDER FASHION LTD.
526787,EUROMMS,EURO MARINE PRODUCTS LTD.
533109,EUROMULTI,EURO MULTIVISION LTD.
512281,EUROPLS,EUROPLAST INDIA LTD.
530387,EUROSOFTAL,EUROPEAN SOFTWARE ALLIANCES LTD.
521014,EUROTEXIND,EUROTEX INDUSTRIES & EXPORTS LTD.
542668,EVANS,Evans Electric Ltd
531508,EVEREADY,EVEREADY INDUSTRIES INDIA LTD.
508906,EVERESTIND,EVEREST INDUSTRIES LTD.
524790,EVERESTO,EVEREST ORGANICS LTD.
514358,EVERLON,EVERLON SYNTHETICS LTD.
532876,EVERONN,Everonn Education ltd
514060,EVERTEX,Evergreen Textiles Limited
532818,EVINIX,EVINIX ACCESSORIES LTD.
526735,EXCAST,Excel Castronics Limited
533090,EXCEL,Excel Realty N Infra Ltd
532511,EXCELCROP,EXCEL CROP CARE LTD.
500650,EXCELINDUS,EXCEL INDUSTRIES LTD.
532445,EXDBBPH,EXDBBPH
505923,EXEDYIND,Exedy India Limited-$
530337,EXELON,EXELON INFRASTRUCTURE LTD.
531759,EXELSOF,EXEL SOFTWARES LTD.
500086,EXIDEIND,EXIDE INDUSTRIES LTD.
531320,EXOTICCOAL,EXOTIC COAL LTD.
533121,EXPLEOSOL,Expleo Solutions Ltd
530571,EXPLICITFIN,EXPLICIT FINANCE LTD.
526614,EXPOGAS,EXPO GAS CONTAINERS LTD.
512163,EXTCO,EXTOL COMMERCIAL LTD.
700049,FABWRT,Uniworth Textiles Ltd
532656,FACORALL,FACOR ALLOYS LTD.
700100,FACORALLPS,FACOR ALL PS
532657,FACORSTE,FACOR STEELS LTD.
700101,FACORSTEPS,FACOR STE PS
524244,FACT,FERTILIZERS & CHEMICALS TRAVANCORE LTD.
590024,FACT,FERTILIZERS & CHEMICALS TRAVANCORE LTD.
511668,FACTENT,FACT ENTERPRISE LTD.
530117,FAIRCHEM,Fairchem Speciality Ltd
514474,FAIRDSY,FAIR DEAL FILAMENTS LTD.-$
532018,FAIRDTR,FAIRDEAL TRADE LINK LTD.
520145,FAIRFIEL,FAIRFIELD ATLAS LTD.
509527,FALCONTQ,FALCON TYRES LTD.-$
532631,FAMEINDIA,FAME INDIA LTD.
590094,FARMAXIND,Farmax India Limited-$
532084,FASTRAENT,FAST TRACK ENTERTAINMENT LTD.
532459,FAZE3AUTO,Faze Three Autofab Ltd
530079,FAZE3Q,FAZE THREE LTD.-$
511744,FCGL,FCGL INDUSTRIES LTD.
504250,FCIOEN,FCI OEN CONNECTORS LTD.
533333,FCL,FINEOTEX CHEMICAL LTD.
540191,FCLBBPH,FCLBBPH
524600,FCLTECH,FCL TECHNOLOGIES & PRODUCTS LTD.
533400,FCONSUMER,Future Consumer Ltd
532666,FCSSOFT,FCS SOFTWARE SOLUTIONS LTD.
531599,FDC,FDC LTD.
533031,FDCBBPH,FDC LIMITED*
533153,FDCLTDBBPH,FDCLTDBBPH
526425,FDTYMIS-BDM,FIDELITY INDUSTRIES LTD.
500139,FEDDERELEC,Fedders Electric and Engineering Ltd
500469,FEDERALBNK,FEDERAL BANK LTD.
531559,FEDERBK,FEDERBK
530863,FEINDIALTD,FE (India) Ltd
523574,FEL,Future Enterprises Ltd
570002,FELDVR,Future Enterprises Ltd_DVR
500140,FEMNORM-B,FEMNOR MINERAL (INDIA) LTD.
532420,FENBBPH,FENBBPH
526689,FENOPLAS,FENOPLAST LTD.-$
506414,FERMENTA,Fermenta Biotech Ltd
531466,FERNHIL,FERNHILL INDUSTRIES LTD.
700096,FEROALCRP,FERROALL CRP
513081,FEROCON,FERRO CONCRETE CO.(INDIA) LTD.
500141,FERROALL,FERRO ALLOYS CORPORATION LTD.
533896,FERVENTSYN,FERVENT SYNERGIES LTD.
513579,FFPL,FOUNDRY FUEL PRODUCTS LTD.
500142,FGP,FGP LTD.
507910,FIBERWEB,FIBERWEB (INDIA) LTD.
506443,FICOMOR,FICOM ORGANICS LTD.
508815,FICSCON,FICS CONSULTANCY SERVICES LTD.
511379,FIDLFIN,FIDELITY FINANCE LTD.
532768,FIEMIND,FIEM INDUSTRIES LTD.
514472,FILAMENT,FILAMENTS INDIA LTD.
526227,FILATEX,FILATEX INDIA LTD.-$
532022,FILATFASH,FILATEX FASHIONS LTD.
531486,FILME,FILMCITY MEDIA LTD.
539098,FILTRA,Filtra Consultants and Engineers Ltd
531191,FILTRON,FILTRON ENGINEERS LTD.
512219,FINAVENT,FINAVENTURE CAPITAL LTD.
500144,FINCABLES,FINOLEX CABLES LTD.
531754,FINCOM,FINTECH COMMUNICATIONS LTD.
531820,FINCR,FINALYSIS CREDIT & GUARANTEE CO.LTD.
524782,FINEDRUG,FINE DRUGS AND CHEMICALS LTD.
517264,FINELINE,FINE-LINE CIRCUITS LTD.
541557,FINEORG,Fine Organic Industries Ltd
508954,FINKURVE,Finkurve Financial Services Ltd
532495,FINLNCBBPH,FINLNCBBPH
500940,FINOLEXIND,FINOLEX INDUSTRIES LTD.
511369,FIRFIN,FIRST FINANCIAL SERVICES LTD.
500145,FIRSTLEASE,FIRST LEASING CO.OF INDIA LTD.
532379,FIRSTOBJ,FIRSTOBJECT TECHNOLOGIES LTD.
532996,FIRSTWIN,FIRST WINNER INDUSTRIES LTD.
524743,FISCHER,FISCHER CHEMIC LTD.
530885,FIVECORE,Five Core Exim Ltd
536751,FIVEXTRADE,Five X Tradecom Ltd
532545,FKONCO,FRESENIUS KABI ONCOLOGY LTD.
523576,FLAWLESD,FLAWLESS DIAMOND (INDIA) LTD.
531386,FLCLENT,FLUIDCLEAN INDUSTRIES (INDIA) LTD.
523830,FLEETWL,FLEETWELD (INDIA) LTD.
522167,FLEXENG,FLEX ENGINEERING LTD.
523672,FLEXFO,FLEX FOODS LTD.-$
530767,FLEXICI,FLEXI CIRCUITS INDIA LTD.
533638,FLEXITUFF,Flexituff Ventures International Ltd
710042,FLEXOOCPS,FLEXOFILM PS
511056,FLFININ,PL FINANCE & INVESTMENT LTD.
536507,FLFL,Future Lifestyle Fashions Ltd
500149,FLOAI,FLOATGLASS INDIA LTD.
540267,FLORACORP,Flora Corporation Ltd
530705,FLORATX,FLORA TEXTILES LTD.
516054,FLORAWA,FLORA WALL COVERINGS LTD.
532518,FLORENCE,Florence Investech Limited-$
526271,FLOWRTI,FLOWER & TISSUE INDIA LTD.
531753,FLUIDARDM,FLUID-AIR (INDIA) LTD.
522017,FLUIDOM,FLUIDOMAT LTD.
542812,FLUOROCHEM,Gujarat Fluorochemicals Ltd
539552,FMEC,F Mec International Financial Services Ltd
505744,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LTD.
533296,FMNL,FUTURE MARKET NETWORKS LTD.
534757,FOCUSIRL,FOCUS INDUSTRIAL RESOURCES LTD.
503831,FOMEHOT,FOMENTO RESORTS & HOTELS LTD.
507552,FOODSIN,FOODS & INNS LTD.
502865,FORBESCO,FORBES & COMPANY LTD.-$
500033,FORCEMOT,FORCE MOTORS LTD.-$
519187,FORFOOD,FORTUNE FOODS LTD.
522255,FORGBLO,FORGE & BLOWER INDUSTRIES LTD.
530213,FORINTL,FORTUNE INTERNATIONAL LTD.
532843,FORTIS,FORTIS HEALTHCARE LTD.
523696,FORTISMLR,Fortis Malar Hospitals Limited
517047,FORWSEC,FORWARD SECURITIES LTD.
500154,FOSCL,FUTURISTIC OFFSHORE SERVICES & CHEMICAL LTD.
500150,FOSECOIND,FOSECO INDIA LTD.
539839,FRANKLIN,Franklin Leasing and Finance Ltd
540190,FRANKLININD,Franklin Industries Ltd
539032,FRASER,Fraser and Company Ltd
539730,FREDUN,Fredun Pharmaceuticals Ltd
540064,FRETAIL,Future Retail Ltd
521167,FRONTBUSS,FRONTLINE BUSINESS SOLUTIONS LTD.
508980,FRONTCAP,Frontier Capital Ltd
532042,FRONTCORP,FRONTLINE CORPORATION LTD.
531685,FRONTFN,FRONTLINE FINANCIAL SERVICES LTD.
533213,FRONTSEC,FRONTLINE SECURITIES LTD.
522195,FRONTSP,FRONTIER SPRINGS LTD.
530077,FRSHTRP,FRESHTROP FRUITS LTD.
538568,FRUTION,Fruition Venture Ltd
540798,FSC,Future Supply Chain Solutions Ltd
532809,FSL,FIRSTSOURCE SOLUTIONS LTD.
532266,FSS,FLEXTRONICS SOFTWARE SYSTEMS LTD.
540945,FSSPL,Focus Suites Solutions & Services Ltd
531760,FUFITIN,FUSION FITTINGS (I) LTD.
506803,FULFORD,FULFORD (INDIA) LTD.-$
530197,FUNDVISER,Fundviser Capital (India) Ltd
539169,FUNNY,Funny Software Ltd
531854,FUNWTRD,FUNWORLD & TOURISM DEVELOPMENT LTD.
514108,FUSPOLY,FUSION POLYMER LTD.
534063,FUTSOL,FUTURISTIC SOLUTIONS LTD.
500720,FUTURAPOLY,FUTURA POLYESTERS LTD.
523113,FUTURSEC,FUTURISTIC SECURITIES LTD.
505714,GABRIEL,GABRIEL INDIA LTD.-$
524226,GAEL,GUJARAT AMBUJA EXPORTS LTD.
532838,GAELBBPH,GAELBBPH
524624,GAGAN,GAGAN GASES LTD.
531196,GAGANPO,GAGAN POLYCOT INDIA LTD.
532155,GAIL,GAIL (INDIA) LTD.
537373,GAILBBPH,GAILBBPH
538609,GAJANANSEC,Gajanan Securities Services Ltd
505711,GAJRA,GAJRA BEVEL GEARS LTD.-$
533275,GAL,GYSCOAL ALLOYS LTD.
542802,GALACTICO,Galactico Corporate Services Ltd
504697,GALADA,GALADA POWER & TELECOMMUNICATION LTD.
538881,GALADAFIN,Galada Finance Ltd
531911,GALAGEX,GALAXY AGRICO EXPORTS LTD.
511128,GALAXCP,GALAXY CONSOLIDATED FINANCE LTD.
540935,GALAXYSURF,Galaxy Surfactants Ltd
532063,GALBATR,GALVANI BATTERIES LTD.
532726,GALLANTT,GALLANTT METAL LTD.
533265,GALLISPAT,GALLANTT ISPAT LTD.
531902,GALLOPENT,GALLOPS ENTERPRISE LTD.
526679,GALORE,GALORE PRINTS INDUSTRIES LTD.
526073,GALXBRG,GALAXY BEARINGS LTD.
517391,GAMIE,GAMMA INFOWAY EXALT LTD.
532959,GAMMNINFRA,GAMMON INFRASTRUCTURE PROJECTS LTD.
509550,GAMMONIND,GAMMON INDIA LTD.
530237,GANDHHO,GANDHINAGAR HOTELS LTD.
513108,GANDHITUBE,GANDHI SPECIAL TUBES LTD.-$
511489,GANDLEA,GANDHINAGAR LEASING & FINANCE LTD.
514167,GANECOS,GANESHA ECOSPHERE LTD.
500153,GANESHBE,GANESH BENZOPLAST LTD.
526367,GANESHHOUC,GANESH HOUSING CORPORATION LTD.-$
513448,GANFNDR,GANESH FOUNDRY & CASTINGS LTD.
531813,GANGAPA,GANGA PAPERS INDIA LTD.
539680,GANGAPHARM,Ganga Pharmaceuticals Ltd
523263,GANGAPP,GANGADHARAM APPLIANCES LTD.
518093,GANGCEM,GANGOTRI CEMENT LTD.
540647,GANGESSEC,Ganges Securities Ltd
521176,GANGOTRI,GANGOTRI TEXTILES LTD.
504397,GANHOLD,GANESH HOLDINGS LTD.
511620,GANITAK,GANIPITAK YAKSHRAJ CAPLEASE LTD.
512443,GANONPRO,Ganon Products Ltd
526757,GANPTMSDM,GANAPATI EXPORTS LTD.
539492,GARBIFIN,Garbi Finvest Ltd
